2007-09-13,-Infinity,-Infinity,-Infinity,0.0,9223372036854775807
2019-03-14,7200.0,7164.0,7200.0,4537.8,0
2019-03-15,6300.0,6300.0,6300.0,6300.0,0
2019-03-20,5999.4,5040.0,5999.4,5040.0,2
2019-03-21,5040.0,5040.0,5040.0,5040.0,0
2019-03-22,4500.0,5373.0,5373.0,4500.0,0
2019-03-26,5400.0,4680.0,5400.0,4680.0,1
2019-03-28,5760.0,5760.0,5760.0,5760.0,1
2019-04-03,6300.0,6300.0,6300.0,6300.0,1
2019-04-04,5400.0,5400.0,5400.0,5400.0,1
2019-04-11,5040.0,4140.0,5040.0,4140.0,1
2019-04-12,4500.0,4500.0,4500.0,4500.0,0
2019-04-25,6624.0,4500.0,6624.0,4500.0,1
2019-05-03,6300.0,6300.0,6300.0,6300.0,0
2019-05-08,6160.5,6300.0,6300.0,6160.5,0
2019-05-14,6606.0,6606.0,6606.0,6606.0,0
2019-05-28,4500.0,4500.0,4500.0,4500.0,1
2019-05-30,4500.0,4500.0,4500.0,4500.0,0
2019-05-31,4068.0,5400.0,5400.0,2304.0,0
2019-06-06,5400.0,5400.0,5400.0,5400.0,0
2019-06-07,NaN,5400.0,NaN,NaN,0
2019-06-10,5401.8,5401.8,5401.8,5401.8,0
2019-06-11,5403.6,5401.8,5403.6,5401.8,0
2019-06-13,6696.0,8100.0,11520.0,6696.0,0
2019-06-14,6840.0,8100.0,8100.0,6840.0,0
2019-06-19,8100.0,6750.0,8100.0,6750.0,0
2019-06-24,7200.0,7200.0,7200.0,7200.0,2
2019-06-26,6300.0,4500.0,6300.0,4500.0,0
2019-06-27,7164.0,4266.0,9000.0,4266.0,0
2019-07-02,6300.0,6300.0,6300.0,6300.0,0
2019-07-03,NaN,6300.0,NaN,NaN,0
2019-07-09,5058.0,5022.0,5058.0,5022.0,0
2019-07-11,5400.0,5040.0,5400.0,5040.0,0
2019-07-12,10800.0,10800.0,10800.0,7200.0,0
2019-07-15,NaN,10800.0,NaN,NaN,0
2019-07-18,NaN,10800.0,NaN,NaN,0
2019-07-19,5940.0,10800.0,10800.0,5940.0,0
2019-07-22,5436.0,10800.0,10800.0,5436.0,0
2019-07-25,6120.0,6120.0,6120.0,6120.0,0
2019-07-30,6156.0,5436.0,6156.0,5436.0,0
2019-07-31,5436.0,5400.0,5436.0,5400.0,1
2019-08-07,6300.0,8964.0,8964.0,6300.0,0
2019-08-09,8946.0,8100.0,8946.0,8100.0,0
2019-08-12,6318.0,8820.0,8820.0,6318.0,0
2019-08-20,8820.0,5580.0,9000.0,5544.0,0
2019-08-21,9000.0,9000.0,9000.0,9000.0,0
2019-08-22,6138.0,5940.0,6138.0,5922.0,0
2019-08-23,8622.0,8622.0,8622.0,8622.0,0
2019-08-26,5616.0,4536.0,5616.0,4536.0,0
2019-08-27,8964.0,8964.0,8964.0,8964.0,0
2019-08-28,6390.0,7776.0,7776.0,6372.0,0
2019-09-04,6120.0,8082.0,8082.0,6120.0,0
2019-09-05,6318.0,8028.0,8028.0,6012.0,1
2019-09-06,8100.0,8100.0,8100.0,8100.0,0
2019-09-12,5958.0,8640.0,8640.0,5958.0,0
2019-09-13,8100.0,5940.0,8100.0,5940.0,0
2019-09-16,7200.0,7200.0,7200.0,7200.0,0
2019-09-17,7560.0,7560.0,7560.0,7560.0,1
2019-09-18,8064.0,8100.0,8100.0,7920.0,0
2019-09-19,9684.0,9684.0,9684.0,9684.0,0
2019-09-24,7200.0,6336.0,7200.0,6336.0,0
2019-09-25,9000.0,9000.0,9000.0,9000.0,0
2019-09-26,6319.8,8820.0,8964.0,6300.0,0
2019-09-30,6300.0,8640.0,8640.0,6300.0,0
2019-10-01,6300.0,8226.0,8226.0,6300.0,0
2019-10-08,5706.0,8298.0,8298.0,5706.0,0
2019-10-09,5706.0,5238.0,5706.0,5040.0,0
2019-10-10,7164.0,7092.0,7164.0,4518.0,1
2019-10-11,6930.0,8388.0,8388.0,6930.0,0
2019-10-15,8334.0,8334.0,8334.0,8334.0,0
2019-10-24,8100.0,8064.0,8100.0,4878.0,0
2019-10-29,7632.0,7632.0,7632.0,6652.8,0
2019-10-31,6480.0,7632.0,7632.0,6480.0,0
2019-11-01,6480.0,7632.0,7632.0,6480.0,0
2019-11-04,6300.0,7632.0,7632.0,6300.0,0
2019-11-06,7650.0,7362.0,7650.0,6300.0,0
2019-11-08,5400.0,7182.0,7182.0,5400.0,0
2019-11-12,5940.0,7182.0,7182.0,5940.0,0
2019-11-13,6120.0,6840.0,6840.0,5940.0,0
2019-11-19,6804.0,6804.0,6804.0,6804.0,0
2019-11-21,5940.0,6840.0,6840.0,5940.0,0
2019-11-26,7344.0,7344.0,7344.0,7344.0,0
2019-11-27,6660.0,7344.0,7344.0,6660.0,0
2019-12-02,7020.0,7020.0,7020.0,7020.0,0
2019-12-03,7344.0,7344.0,7344.0,7344.0,0
2019-12-05,6660.0,7344.0,7344.0,5958.0,0
2019-12-09,7344.0,7380.0,7380.0,7344.0,0
2019-12-10,6841.8,7380.0,7380.0,6841.8,0
2019-12-11,6498.0,7380.0,7380.0,4536.0,2
2019-12-13,5040.0,5040.0,5040.0,5040.0,0
2019-12-16,7378.2,7378.2,7378.2,7378.2,0
2019-12-19,5400.0,7378.2,7378.2,5400.0,0
2019-12-23,5400.0,7362.0,7362.0,5256.0,0
2019-12-24,6120.0,6660.0,6660.0,6120.0,1
2019-12-26,5940.0,6660.0,6660.0,5940.0,0
2019-12-27,5940.0,5940.0,5940.0,4393.8,2
2019-12-30,4860.0,6656.4,6658.2,4501.8,0
2020-01-07,5220.0,6388.2,6390.0,5040.0,1
2020-01-08,5400.0,6658.2,6658.2,5400.0,0
2020-01-10,6120.0,6120.0,6120.0,6120.0,0
2020-01-15,6120.0,6210.0,6210.0,6120.0,0
2020-01-16,6210.0,6210.0,6210.0,6210.0,0
2020-01-24,7020.0,7020.0,7020.0,7020.0,0
2020-01-27,6570.0,7200.0,7200.0,6345.0,0
2020-01-28,NaN,7200.0,NaN,NaN,0
2020-02-03,6660.0,6399.0,6660.0,6399.0,0
2020-02-04,7020.0,7200.0,7200.0,7020.0,1
2020-02-05,6120.0,7200.0,7200.0,5778.0,0
2020-02-07,5940.0,6300.0,7200.0,5940.0,3
2020-02-10,6300.0,7200.0,7200.0,6300.0,2
2020-02-11,7200.0,7200.0,7200.0,7200.0,0
2020-02-12,6300.0,6300.0,6300.0,6300.0,0
2020-02-13,6300.0,6300.0,7200.0,5040.0,4
2020-02-14,5220.0,6480.0,6480.0,5220.0,0
2020-02-18,4770.0,4770.0,4770.0,4770.0,0
2020-02-19,5955.75,5940.0,5955.75,5940.0,0
2020-02-24,4770.0,6300.0,6300.0,4500.0,0
2020-02-25,6300.0,6300.0,6300.0,6300.0,0
2020-02-26,5220.0,4973.4,5220.0,4973.4,0
2020-02-27,4906.8,5040.0,5040.0,4906.8,1
2020-02-28,6084.0,6084.0,6084.0,6084.0,0
2020-03-03,4568.4,5310.0,5310.0,4242.6,0
2020-03-04,5832.0,6120.0,6120.0,5832.0,1
2020-03-06,6840.0,6840.0,6840.0,6840.0,0
2020-03-12,5400.0,6516.0,6516.0,5400.0,0
2020-03-13,6300.0,6300.0,6300.0,6300.0,0
2020-03-19,5040.0,6300.0,6480.0,3816.0,1
2020-03-20,5400.0,5400.0,5400.0,5220.0,1
2020-03-23,4680.0,4680.0,4680.0,4680.0,0
2020-03-24,5218.2,5220.0,5220.0,4860.0,0
2020-03-25,5220.0,5220.0,5220.0,5220.0,0
2020-04-01,6840.0,6840.0,6840.0,6840.0,0
2020-04-06,5940.0,6840.0,6840.0,5940.0,0
2020-04-13,NaN,6840.0,NaN,NaN,0
2020-04-20,6300.0,6300.0,6300.0,6300.0,0
2020-04-24,NaN,6300.0,NaN,NaN,0
2020-04-27,NaN,6300.0,NaN,NaN,0
2020-05-18,5943.6,6300.0,6300.0,5943.6,0
2020-06-01,6300.0,6300.0,6300.0,6300.0,0
2020-06-04,4518.0,6300.0,6300.0,4500.0,0
2020-06-08,5940.0,7020.0,7020.0,5940.0,2
2020-06-10,5401.8,7200.0,7200.0,5401.8,0
2020-06-11,NaN,7200.0,NaN,NaN,0
2020-06-18,5400.0,3834.0,5400.0,3834.0,0
2020-06-19,5940.0,7198.2,7198.2,5940.0,0
2020-06-23,NaN,7198.2,NaN,NaN,0
2020-06-25,7200.0,7200.0,7200.0,7200.0,0
2020-06-30,3996.0,7200.0,7200.0,3996.0,0
2020-07-06,7200.0,7200.0,7200.0,7200.0,0
2020-07-31,4518.0,7164.0,7164.0,4140.0,0
2020-08-04,7020.0,7020.0,7020.0,7020.0,0
2020-08-06,6480.0,6480.0,6480.0,6480.0,0
2020-08-17,5380.2,6840.0,6840.0,5380.2,0
2020-08-26,7200.0,7182.0,7200.0,5040.0,0
2020-08-27,5040.0,7092.0,7200.0,5040.0,0
2020-08-28,7200.0,7200.0,7200.0,7200.0,0
2020-08-31,7380.0,7380.0,7380.0,7380.0,0
2020-09-01,7380.0,7380.0,9180.0,7380.0,0
2020-09-02,7380.0,11664.0,11664.0,7380.0,0
2020-09-03,7380.0,9000.0,9000.0,7380.0,0
2020-09-08,NaN,9000.0,NaN,NaN,0
2020-09-11,7200.0,9180.0,11664.0,7200.0,0
2020-09-14,9900.0,10800.0,10800.0,9900.0,0
2020-09-15,10800.0,11664.0,11664.0,10800.0,0
2020-09-17,11664.0,11700.0,11700.0,11664.0,0
2020-09-18,10467.0,10800.0,11160.0,9180.0,0
2020-09-22,9000.0,8109.0,10773.0,8109.0,0
2020-09-23,8107.2,9000.0,9000.0,8107.2,0
2020-09-25,9000.0,9810.0,9810.0,8910.0,0
2020-09-28,9810.0,8640.0,9810.0,8640.0,0
2020-09-29,8820.0,9000.0,9000.0,8320.5,0
2020-09-30,9270.0,9540.0,9540.0,9270.0,0
2020-10-01,9900.0,9900.0,9900.0,9900.0,0
2020-10-02,9000.0,9000.0,9000.0,9000.0,0
2020-10-05,9900.0,9900.0,9900.0,9900.0,0
2020-10-06,9900.0,9900.0,9900.0,9900.0,0
2020-10-14,8100.0,8100.0,8100.0,8100.0,0
2020-10-16,10800.0,10800.0,10800.0,9000.0,0
2020-10-22,5796.0,10782.0,10782.0,5796.0,0
2020-10-23,9558.0,10800.0,10800.0,9558.0,0
2020-11-03,NaN,10800.0,NaN,NaN,0
2020-11-06,NaN,10800.0,NaN,NaN,0
2020-11-11,8640.0,10800.0,10800.0,8640.0,0
2020-11-13,5886.0,10800.0,10800.0,5886.0,0
2020-11-16,10800.0,11160.0,11160.0,10800.0,0
2020-11-18,8640.0,8640.0,8640.0,8640.0,0
2020-11-19,8640.0,9000.0,9000.0,7020.0,0
2020-11-20,7263.0,8280.0,8280.0,7263.0,0
2020-11-23,6300.0,8640.0,8640.0,6300.0,0
2020-11-24,5895.0,8100.0,8280.0,5895.0,0
2020-11-25,6312.6,8100.0,8100.0,6312.6,0
2020-11-27,8640.0,8640.0,8640.0,8640.0,0
2020-11-30,8640.0,8640.0,8640.0,8640.0,0
2020-12-01,7200.0,8640.0,8640.0,7200.0,0
2020-12-02,6312.6,7206.3,7560.0,6303.6,0
2020-12-03,7206.3,7191.0,7209.0,6303.6,0
2020-12-04,6318.0,8640.0,8640.0,6318.0,0
2020-12-07,8100.0,9000.0,10980.0,8100.0,0
2020-12-08,NaN,9000.0,NaN,NaN,0
2020-12-09,9000.0,9000.0,9000.0,9000.0,0
2020-12-10,9860.4,9860.4,9860.4,9860.4,0
2020-12-16,6354.0,9864.0,9864.0,6354.0,0
2020-12-21,6480.0,8820.0,8820.0,6480.0,0
2020-12-22,6498.0,7299.0,7299.0,6498.0,0
2020-12-23,6498.0,8424.0,9860.4,6480.0,0
2020-12-28,6660.0,8773.2,8784.0,3600.0,1
2020-12-29,6660.0,8609.4,8609.4,6480.0,0
2020-12-31,7200.0,8609.4,8609.4,7200.0,0
2021-01-06,8609.4,8609.4,8609.4,8609.4,0
2021-01-12,7740.0,8609.4,8640.0,7740.0,0
2021-01-19,8136.0,8460.0,8460.0,8100.0,0
2021-01-20,8460.0,8460.0,8460.0,8298.0,0
2021-01-21,8460.0,8460.0,8460.0,8460.0,0
